business_id,checkin_info_0-0,checkin_info_0-1,checkin_info_0-2,checkin_info_0-3,checkin_info_0-4,checkin_info_0-5,checkin_info_0-6,checkin_info_1-0,checkin_info_1-1,checkin_info_1-2,checkin_info_1-3,checkin_info_1-4,checkin_info_1-5,checkin_info_1-6,checkin_info_10-0,checkin_info_10-1,checkin_info_10-2,checkin_info_10-3,checkin_info_10-4,checkin_info_10-5,checkin_info_10-6,checkin_info_11-0,checkin_info_11-1,checkin_info_11-2,checkin_info_11-3,checkin_info_11-4,checkin_info_11-5,checkin_info_11-6,checkin_info_12-0,checkin_info_12-1,checkin_info_12-2,checkin_info_12-3,checkin_info_12-4,checkin_info_12-5,checkin_info_12-6,checkin_info_13-0,checkin_info_13-1,checkin_info_13-2,checkin_info_13-3,checkin_info_13-4,checkin_info_13-5,checkin_info_13-6,checkin_info_14-0,checkin_info_14-1,checkin_info_14-2,checkin_info_14-3,checkin_info_14-4,checkin_info_14-5,checkin_info_14-6,checkin_info_15-0,checkin_info_15-1,checkin_info_15-2,checkin_info_15-3,checkin_info_15-4,checkin_info_15-5,checkin_info_15-6,checkin_info_16-0,checkin_info_16-1,checkin_info_16-2,checkin_info_16-3,checkin_info_16-4,checkin_info_16-5,checkin_info_16-6,checkin_info_17-0,checkin_info_17-1,checkin_info_17-2,checkin_info_17-3,checkin_info_17-4,checkin_info_17-5,checkin_info_17-6,checkin_info_18-0,checkin_info_18-1,checkin_info_18-2,checkin_info_18-3,checkin_info_18-4,checkin_info_18-5,checkin_info_18-6,checkin_info_19-0,checkin_info_19-1,checkin_info_19-2,checkin_info_19-3,checkin_info_19-4,checkin_info_19-5,checkin_info_19-6,checkin_info_2-0,checkin_info_2-1,checkin_info_2-2,checkin_info_2-3,checkin_info_2-4,checkin_info_2-5,checkin_info_2-6,checkin_info_20-0,checkin_info_20-1,checkin_info_20-2,checkin_info_20-3,checkin_info_20-4,checkin_info_20-5,checkin_info_20-6,checkin_info_21-0,checkin_info_21-1,checkin_info_21-2,checkin_info_21-3,checkin_info_21-4,checkin_info_21-5,checkin_info_21-6,checkin_info_22-0,checkin_info_22-1,checkin_info_22-2,checkin_info_22-3,checkin_info_22-4,checkin_info_22-5,checkin_info_22-6,checkin_info_23-0,checkin_info_23-1,checkin_info_23-2,checkin_info_23-3,checkin_info_23-4,checkin_info_23-5,checkin_info_23-6,checkin_info_3-0,checkin_info_3-1,checkin_info_3-2,checkin_info_3-3,checkin_info_3-4,checkin_info_3-5,checkin_info_3-6,checkin_info_4-0,checkin_info_4-1,checkin_info_4-2,checkin_info_4-3,checkin_info_4-4,checkin_info_4-5,checkin_info_4-6,checkin_info_5-0,checkin_info_5-1,checkin_info_5-2,checkin_info_5-3,checkin_info_5-4,checkin_info_5-5,checkin_info_5-6,checkin_info_6-0,checkin_info_6-1,checkin_info_6-2,checkin_info_6-3,checkin_info_6-4,checkin_info_6-5,checkin_info_6-6,checkin_info_7-0,checkin_info_7-1,checkin_info_7-2,checkin_info_7-3,checkin_info_7-4,checkin_info_7-5,checkin_info_7-6,checkin_info_8-0,checkin_info_8-1,checkin_info_8-2,checkin_info_8-3,checkin_info_8-4,checkin_info_8-5,checkin_info_8-6,checkin_info_9-0,checkin_info_9-1,checkin_info_9-2,checkin_info_9-3,checkin_info_9-4,checkin_info_9-5,checkin_info_9-6,type
Yk1JsOodrxP4z4IjB6HBVg,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
i0sMoNwiNAo1--AsZJ3Nlw,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
FEoPUi4XB8J8UHMfsGMV2g,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
vwOLtv-8syrddAstFmnwCg,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,3.0,,,,,1.0,1.0,1.0,,,1.0,,,,2.0,checkin
LrJlLdQYdSvdqr25gX4ZjA,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
X14VzZRXufukyYvwe3JJIQ,,,,,,,,,,,,,,,,4.0,,3.0,,3.0,,2.0,1.0,,,,5.0,4.0,,1.0,1.0,1.0,,4.0,4.0,,1.0,3.0,1.0,1.0,9.0,3.0,1.0,3.0,3.0,,1.0,4.0,2.0,,18.0,2.0,,1.0,5.0,1.0,,13.0,3.0,,2.0,5.0,1.0,1.0,,1.0,,2.0,2.0,,,2.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,checkin
F-tEoepb3ECMHA9dkBtmdg,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,2.0,1.0,,,,,,2.0,3.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,2.0,,,checkin
0nGjXTpUtpIJl10PL0eBGg,,,,,,,,,,,,,,,6.0,1.0,3.0,1.0,4.0,10.0,9.0,5.0,4.0,3.0,3.0,4.0,7.0,8.0,,2.0,8.0,,1.0,4.0,6.0,1.0,,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,2.0,2.0,3.0,1.0,2.0,4.0,,2.0,3.0,1.0,3.0,6.0,8.0,2.0,,2.0,3.0,3.0,10.0,7.0,checkin
T5jyDe3MVb_4quR9qnoUcg,,,,,,1.0,,,,,,,,,3.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,3.0,,1.0,,,,1.0,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,1.0,,1.0,1.0,5.0,1.0,1.0,,1.0,1.0,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,4.0,2.0,1.0,,1.0,1.0,1.0,checkin
dpbY5XypBdeFmo8DsZ-DNQ,,,,,,,,,,,,,,,8.0,3.0,3.0,4.0,6.0,,1.0,2.0,3.0,,,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,6.0,1.0,4.0,2.0,2.0,,3.0,3.0,2.0,,,,,,,,,2.0,1.0,1.0,4.0,1.0,,2.0,1.0,1.0,3.0,2.0,,,2.0,1.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,2.0,,3.0,1.0,,,,2.0,,2.0,,1.0,,5.0,5.0,3.0,6.0,2.0,1.0,1.0,5.0,1.0,4.0,3.0,7.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,,checkin
nk6_ipMkmUvUtq6Xvncf0A,1.0,,1.0,,2.0,,1.0,,,1.0,,,,,1.0,4.0,1.0,3.0,5.0,1.0,,3.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,7.0,4.0,6.0,3.0,,3.0,4.0,1.0,5.0,6.0,,3.0,1.0,3.0,2.0,1.0,6.0,2.0,4.0,3.0,3.0,3.0,6.0,9.0,2.0,5.0,3.0,2.0,6.0,6.0,8.0,4.0,6.0,9.0,6.0,11.0,16.0,15.0,5.0,11.0,8.0,7.0,4.0,7.0,10.0,2.0,3.0,7.0,8.0,6.0,4.0,13.0,5.0,,,,,,,,7.0,3.0,5.0,7.0,8.0,11.0,14.0,5.0,4.0,4.0,2.0,7.0,5.0,4.0,4.0,9.0,7.0,8.0,7.0,6.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,checkin
ncuj9qx4WjprfJfYJGdmtQ,,,,,,,,,,,,,,,,2.0,,3.0,,2.0,,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,,3.0,6.0,4.0,3.0,,1.0,1.0,1.0,12.0,8.0,,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,2.0,6.0,2.0,4.0,4.0,1.0,,,1.0,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
oB3LAXzg-GgnPbBRUsvxxw,,,,,,,,,,,,,,,2.0,,1.0,,1.0,12.0,10.0,2.0,,2.0,1.0,,8.0,13.0,2.0,1.0,,1.0,2.0,14.0,8.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,3.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,,2.0,1.0,1.0,6.0,7.0,checkin
_yfprBETaYgySkKyl8ZWMQ,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,4.0,,,,,,,3.0,1.0,,,,,,,,1.0,,,,,,1.0,2.0,,1.0,,,1.0,1.0,,2.0,,,1.0,2.0,,,1.0,,,2.0,3.0,3.0,,2.0,,1.0,1.0,5.0,,,,,,,,,,1.0,,,2.0,3.0,,,,1.0,,,3.0,,2.0,,,2.0,4.0,3.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,3.0,1.0,,,,,,3.0,checkin
ZCMEPB97LvC2jV7hIQRnDw,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,3.0,1.0,,,,,,1.0,2.0,1.0,,,4.0,1.0,3.0,,,1.0,3.0,,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,10.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,checkin
L6ox0Oab2TRmzXBA8bdlTA,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,3.0,,,1.0,2.0,10.0,,4.0,,,1.0,,5.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,checkin
L4wWnOQM5HAjj7Tjh_Nh6Q,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,7.0,3.0,1.0,1.0,1.0,,,2.0,,4.0,,2.0,2.0,5.0,,,,,,2.0,2.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
JzoFgoeHRShw6BcMZVBA4w,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,2.0,,,2.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,checkin
SuGhbuqKT5D2EP-cIy4LTw,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,checkin
9BnmL7nWKhKR0PD87Wua-A,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,,1.0,,,,3.0,7.0,1.0,,2.0,,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,,3.0,1.0,,,1.0,1.0,3.0,,1.0,1.0,,,4.0,,,,,,,2.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,3.0,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,checkin
uXf-I076GJEtQdTlIiO_1Q,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,checkin
otwAKN1PsRQQA3JKJhi1rg,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,2.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,1.0,,3.0,1.0,1.0,,,1.0,,,3.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,checkin
_9yrJLQpFa4JWvJ74xuHpw,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,2.0,,1.0,,1.0,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
0ROrgaauL7hmivzyd34iKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
jtzhY-P4H6WSYpv5rWhxtw,,,,,,1.0,,,,,,,,,1.0,3.0,1.0,3.0,,1.0,2.0,7.0,3.0,7.0,3.0,5.0,2.0,3.0,6.0,2.0,3.0,3.0,6.0,8.0,7.0,6.0,6.0,5.0,3.0,6.0,3.0,5.0,6.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,,3.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,7.0,5.0,4.0,6.0,5.0,9.0,7.0,7.0,11.0,6.0,17.0,10.0,7.0,13.0,11.0,10.0,15.0,7.0,9.0,11.0,4.0,15.0,,,,,,,,8.0,6.0,4.0,11.0,13.0,6.0,4.0,1.0,1.0,3.0,,6.0,3.0,3.0,,1.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,checkin
fpL1qcZ6qbWzC79WU0E-Ug,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,checkin
-KEU36ohRQb19mrbA65Y3Q,,,,,,,,,,,,,,,1.0,,,1.0,2.0,4.0,16.0,1.0,2.0,,,,3.0,4.0,,,1.0,,1.0,7.0,3.0,1.0,,,1.0,,3.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,2.0,3.0,2.0,6.0,checkin
ygpyL_-W5-AwYqdzT8sP9Q,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,,3.0,1.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,7.0,4.0,2.0,2.0,,,1.0,4.0,3.0,3.0,,,1.0,,2.0,4.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
qNoNkF1yJctEs3t40VkX4w,,,,,,,,,,,,,,,,1.0,,,,3.0,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,,,3.0,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,4.0,,1.0,,7.0,,3.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,3.0,8.0,,,,,,,,3.0,2.0,2.0,,9.0,5.0,4.0,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,checkin
4VSP4PlU1r09iSC4BLr6tQ,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,2.0,,,3.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,2.0,,,,,2.0,,,,,,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,2.0,1.0,2.0,4.0,3.0,,,5.0,3.0,4.0,6.0,2.0,3.0,,1.0,1.0,,,1.0,,,checkin
BdSY-BHmH0BCCv47mOOS0g,,,,,,,,,,,,,,,1.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,3.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,2.0,,,,2.0,,,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,checkin
a1hQlsTan_m8K3eTW7BNSw,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,3.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,checkin
iDga4CEpgHTaS4VEQ0fQTw,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
MEKk3J63dU3GBDg9SHuq7A,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,7.0,,2.0,3.0,,,,4.0,1.0,4.0,2.0,,,1.0,3.0,,1.0,4.0,,,,,,,,,2.0,1.0,,2.0,3.0,2.0,,3.0,,1.0,,1.0,2.0,,1.0,,,1.0,3.0,3.0,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
LTG4CxnXElBi7R7vZUbeHw,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,checkin
L6yYzUqVcX97uNXDGqS7-w,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
QwaoxP5Mgm3PJuZo_4bFsw,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,4.0,1.0,3.0,,,6.0,7.0,3.0,5.0,3.0,2.0,,2.0,,3.0,2.0,,,,1.0,,1.0,,2.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
xYIFrDywauczSt_wX6s-cA,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,6.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,,3.0,1.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,4.0,,,,,,,,1.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,1.0,1.0,7.0,,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,,checkin
ScDo_i0plLbJ-TGQt93DEw,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,5.0,1.0,,,,,,4.0,,,,,,,2.0,,,,,,,1.0,,,,,,,3.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,checkin
JAfPOKUAYK2_lSRnyKBgpw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,1.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,checkin
hCS5eV0SCAY9LeeL36lz8g,1.0,1.0,,,,3.0,8.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,2.0,,,,,,,,2.0,1.0,,,,,,,3.0,,1.0,,3.0,1.0,15.0,2.0,,3.0,,1.0,1.0,14.0,1.0,,,2.0,1.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin
