average_stars,name,review_count,type,user_id,votes_cool,votes_funny,votes_useful
4.33,Sara,6,user,PYTWRyvms1MuP3iyAe80HA,3,3,8
3.0,Kevin,1,user,O_cG48evZMO-PyjNfZmCcA,0,0,0
4.05,Deadeye,19,user,iEuLOmNVXgwrn1fkqRedsA,15,7,30
2.5,Tamara,3,user,QUVZGupdWz4I-szNiQpwJA,0,1,0
3.43,Trent,7,user,dZyLdr2gGcBM9HrWEylNRw,1,2,9
4.0,Crystal,15,user,Kl6sS0aFFcsSyYmXzKKqPQ,4,2,7
4.25,Jim,4,user,n1Dp6-dEzvJMxielcgNmoQ,0,0,0
4.0,William,1,user,opipML-xOZ7JdeojdIU4Rw,0,0,0
3.21,Huong,28,user,pd8xFpF6PUIqq7nOAdF1cg,4,7,22
3.0,justin,2,user,ciJsJrlVtIKcXopHm4B7YQ,3,0,7
3.58,Dave,15,user,FTk14fV9u-8FGi8dvsstSA,1,1,2
4.12,LAindc,17,user,ywi6bFr1BdAhELmxzfmuAQ,4,3,8
4.0,Lane,7,user,SINPDsNuogAbcjsJYvFfRA,0,0,2
3.59,sam,44,user,Uku3YqEXNHF-iXEmRcBT2Q,22,20,47
4.0,Sam,8,user,ZXh17kAQJQWz5szLfb-cYA,0,0,0
3.0,Yvonne,2,user,16uoRv9ecjoCIi1dtMdhfg,0,0,3
2.97,madi,38,user,xW5ajZ7ke4IeRmJylPKagg,43,69,102
4.42,Amy,19,user,TNydS8L2t40k5aKyQZPmxw,3,1,7
4.75,Chelsey,4,user,iPnpD62l5LUL7WXaI3SJFA,0,1,0
3.24,Akash,215,user,VF1zGpB1h5e3aoRIPE4llg,83,114,249
3.81,Jim,16,user,iEk16PravYgF1j9kh7ZE9g,4,4,19
3.89,Susan,9,user,SW5RpjVtyMhxdzuA8dOdYA,1,0,0
1.0,L,2,user,ctJo6-5m0YKclBacGC-Zww,12,25,25
3.87,Sean,47,user,vYIZMcpFFbMa157wzWbBcA,3,11,36
3.17,Robert,18,user,uhjdb25faschKphOZlgpJQ,4,8,13
3.8,Erik,6,user,AdLZ8hXRNRq6vSM0RhTJ3Q,0,0,3
3.55,Peter,22,user,Pu5ki660EGyk3Ugg-GxEsQ,9,5,30
1.0,Louis,3,user,fjX6ps2dYqkw9XO9ahEYRQ,0,0,1
5.0,Heather,2,user,sNUu7x4lrbtuWJ1SEr_pUw,0,0,2
4.0,Teresa,22,user,zVNc8gzdfmuDcddIX5uHhg,3,8,25
5.0,Mutsumi,1,user,jj6Hs7QH4pmEUD_XXyvW_A,0,0,0
3.75,Kim,18,user,2Sf25jQnclHY7TMSH4vMKA,2,4,6
1.0,Patricia,1,user,vG5vh1wcchxEwvVZn-ij9g,0,0,0
2.5,Jesse,12,user,7Cq3CYEjIGvgxQZi8IJHRA,7,20,15
3.64,Christine,11,user,QjThuzpa1Urs89sC3vhuCA,5,7,9
5.0,Amanda,4,user,XYhcO-FuE34zVQj04__dUA,5,1,8
3.75,Peter,4,user,oxBmUG-GH41eVV-zpbqcyw,2,4,6
4.26,Michael,80,user,k5U-0FBwvWUob8dlT6RvmA,3,5,48
3.0,Veronica,2,user,ixH0wZw1VuXeft91W9rEdw,0,0,1
4.4,Cait,10,user,L_3BXe6sxgVResvLvRkAMA,32,28,31
5.0,Nick,1,user,S-BZRGwSoyvwr-kHLhsj1w,0,0,0
3.83,Corey,6,user,sbp9N6tg_uJeFzDnCdctQg,0,0,5
4.09,Ryan,33,user,YnHYlN1m7jDhAH9XgR4Dlg,1,4,5
5.0,Tracy,3,user,OlhIQh9qiFS3dXOuC1b49A,1,1,2
5.0,Daniel,3,user,la33BDOT9EpbPaq1IPFDVw,3,0,6
4.0,Michael,5,user,N_4RHFlXX4l9in-Q-a3MSg,0,1,0
4.17,Stella,6,user,Ew_rOsFQ7dOXt75sPWS_Nw,0,0,0
4.8,Christy,7,user,XQd_aD-SgWKsaL-iLD-w9Q,3,2,4
5.0,Sue,2,user,ggogpG8pT4yLgroKUHNQlw,0,1,1
4.5,Victoria,5,user,cPZSCJDUZ2EN7oTgYwXW1w,4,2,9
3.0,Glenn,3,user,3-VtQSyS-if1_MTV7UZQSg,0,0,0
4.0,Christopher,1,user,nWBqqK7duHm-JVUXJFSZMw,0,0,1
4.09,Clinton,11,user,-0gh7015nDOhZlwzlNNxwA,2,3,6
4.0,Myke,3,user,TLHB5BA_a6i1P-aXNq85sw,1,1,2
5.0,Lisa,3,user,6_1qkLbmilRxrwLoTHzOoA,0,0,0
4.0,tim,4,user,kp6CVuBi3m_3t-kRPKtIEw,0,1,3
5.0,Maggie,1,user,1MZFVpzgSsWbTo-8NntNng,0,0,0
3.67,Brittany,6,user,jhNbeLpPYVhbYqIqlpgjeA,0,0,2
3.62,Melissa,17,user,QLqQ9kqP0EHah-8im_TOgw,11,6,21
3.79,Valerie,47,user,1jt7K-_2bXxEdNa5s7fiXA,11,7,34
3.55,Max,22,user,-bO7P1OtJBKN3rlGpolaFA,90,52,106
3.9,Katie,138,user,K9dSPbFhxbLPNZBTp7uOMg,102,85,146
3.67,Michelle,3,user,ky2tT17Acz3JOc_bUyom5Q,0,0,1
4.0,Janette,13,user,fiElz5yl1mSkse--Jhameg,4,0,15
3.0,Alejandra,1,user,5MpoySWppcIF4zgOO7kLcg,0,1,1
4.56,Stoney,9,user,p9yH_eQC3C75_Q6cOTTwwA,1,1,6
3.78,Antoine,9,user,62VyABeIdPdzeBpmxaPb3w,4,1,8
4.0,Smoked Meat,1,user,4ubVHS_WWb2cBaMhHJUmEw,0,1,0
4.24,Aaron,17,user,xYck-XrZR_FUSbVHAEiQVg,2,0,6
5.0,Mike,1,user,tYhMmXix-nPkh5GV0H5rcA,0,1,3
3.18,Nora,34,user,2XUzWESdjzJ0fsJ0GB_FJw,13,5,25
5.0,Michael,2,user,PY5eYdEOuh6s-8PhFtwH9g,3,1,3
3.9,Jonathan,79,user,OUHalnB6HC8selRY_1aBpw,7,13,33
3.87,Kristina,149,user,TEDWIxVruH-t_kZ_s54V7g,50,39,113
3.43,B,37,user,Vk-hJ1i5ZagPM87Kv9FOnA,38,43,78
3.0,Shanda,2,user,j8CGT7NZ0SFDEpapo93dHA,1,2,2
4.44,Jewel,9,user,K6ACulXdXP0t6sEVclBREQ,0,1,0
2.5,Kyle,6,user,NJ1O0rS53njQ9MMEJQgDzg,1,1,7
3.77,Monica,23,user,QwM4goLtFui1Vp6ozyXyYw,2,0,3
4.0,Doug,37,user,TESe3g-BJSdZ5H4KC7yr9g,7,3,16
3.62,Jessica,8,user,IOEIhXY_eMQddAmTrHHvuQ,0,0,6
4.44,Jocelyn,11,user,v5rhWwZAYsfnvhwM8aVJDA,1,0,2
5.0,Kelly,1,user,c2HTdSQwh9C3U58_oRHRkg,0,0,0
3.33,Meghan,50,user,FQFsuPE8C3lppg7sZoRFRg,2,6,37
3.98,Tina,42,user,uj79HTtyOdAdd_TaPcdxjA,48,10,75
3.25,Gorgea,13,user,_7WrYlsMWPqK4bOfarhRjw,0,1,2
3.71,veek,156,user,3uvenNn_QjmGNyU4f4T9uw,871,870,963
5.0,Sophie,6,user,eP9AigoizFeVdYNoBtRC7g,3,0,3
5.0,Sirena,3,user,oEo_9d6XX_8-G44yvo-8eA,0,0,2
2.0,Karie,1,user,zAnHKrbIjN-WPGeX2wC1jg,0,0,0
2.0,Deborah,2,user,KYiQWUxTTI8ZCJwsaFamNg,2,0,3
3.0,Edith,1,user,UGmCve39VClgDsqFPekjiQ,0,0,0
3.48,Trevor,29,user,3UhlTf5Rk5kf33pMo8T3Ww,9,6,22
3.28,Luna,64,user,uuQi2pz-r-dEGCF_VHq-Tg,17,15,43
3.96,Kristen,23,user,w5AF-YHSxHBaZdvz0nGjzA,7,8,23
3.13,brad,116,user,4K3dpPgn1B9QwzhIZTsJ8A,77,173,267
4.0,FRAN,1,user,rcZRa154URzSybjEhKxdYA,0,0,2
4.54,Georgette,13,user,2_q4MxBJEw9PtFGs7mmYMQ,5,1,15
4.0,Arthur,10,user,0mkn2kvu8ZBX7LwCIVg9xw,1,0,2
3.34,CK,149,user,-jTC2CzyExvwluqo0RfD5A,21,29,92
4.17,Katie,7,user,ORm0hubk47gYcmdcC-m5Yg,2,3,8
4.5,m,6,user,toD5fpe7--5ljkAz1ee-cw,1,2,1
5.0,j,2,user,fDN-t4FQ06oWs5UojfDGRg,0,0,0
4.36,NirvAnna,76,user,8IJWkwpGFdfqqnpFNgl1Hw,316,196,271
3.47,Karine,18,user,8tMypdFYLjzcYXJkH7ONpQ,1,0,10
5.0,Bill,2,user,ZpCPm4dWUoEwKrla7xUK5Q,0,1,2
4.29,Julie,7,user,Qqwvsoo5DtV9-y859FElNQ,5,3,7
1.0,Piranha,1,user,CzgdWMzPg7dKnYn7iF3h5w,0,0,0
4.11,T,144,user,ln3n37Cuzjo3yPZ5L05XpQ,14,21,61
4.3,Lydia,24,user,dON_lymZAFx3jmq5yVobBg,4,5,24
2.47,Henri,53,user,Db5IKqE1M2iP5EnZNDroRQ,37,47,130
5.0,Dina,4,user,jR_RukNLD63jqctbEAHbhw,0,0,6
5.0,Joel,1,user,rQgtzhjHZJO6AFZQcXWIOA,0,0,1
4.5,Stacey,5,user,ofat_K13gHzuVXMcWiky3A,0,0,0
3.75,Kristen,4,user,LJeb2uiCMzVTt1U3T1HsyQ,6,11,13
2.6,E,6,user,wr70LqN223dTqIoNa5Btrw,1,0,15
4.4,Mike,15,user,CjiqiCSUd4Cn9AqBRIfmPw,2,1,4
4.0,jay,22,user,krxLBMlV414aZEEbzYWfog,17,28,32
3.28,Tom,27,user,kX8LxehNADGK5j3GFCpLEQ,1,2,12
3.5,Jen,4,user,Nkcyr3rQ2H7_J38KS5tPhg,1,0,4
3.91,Mikell,34,user,ZP-lKmBQAN4HIdLP4vDK6g,27,10,36
3.0,Gary,1,user,SnndYG15qv31Ccxukx8U1w,0,0,0
3.5,Karen,4,user,ywaCFgUztQtnuZktOrbSaQ,1,2,4
4.0,Catrachita,6,user,v9R3rYafNVR37gLPfke1tg,0,0,4
5.0,Greg,1,user,N1n1kSx0oE78kL47-NtrCQ,0,0,1
3.4,David,5,user,3NWVjME-Jkv79D7Dan0nhA,0,0,3
3.86,Alvin,70,user,G8_pYcxLkBSVW43IsGfrhw,14,1,36
3.0,Food,5,user,D9ScIZSCuEgmjLbYwAVx2g,0,0,0
3.54,Kathleen,14,user,c2fGoYkOIcU-7hIimRu_VA,5,1,11
4.28,roy,29,user,9PnyPPgAF-DV3769pPljXg,12,11,18
5.0,Mike,3,user,k9i6FoZ3IU4f9h8dJFeyYw,1,2,4
4.94,T,16,user,zLDgSR1q44fyLRi3Ea0Oqw,5,1,8
1.0,Maelker,1,user,dicV4ihba3AYqQuk9p2DnQ,0,0,0
3.0,Allen,3,user,SZFm821inc0s5HIgyeZouQ,0,2,0
2.53,Jared,76,user,hZVPsWM-ar1Zpk2f6x4WLg,11,24,86
3.2,Bob,7,user,3Ax4oygxpSHX1vOJllGfKg,3,1,8
3.5,Dustin,2,user,5HWgTLwBM0_lZLroPOf1QQ,0,0,3
4.5,Nancy,3,user,EB5UMEz9o8V4wC1dlr1zbg,1,0,3
3.83,Melissa,107,user,gTCM7qlVrwdml-hFB6aJqQ,190,101,283
4.2,Ryan,10,user,vXUYVgUv5nFqSBBmO2UXSQ,0,0,0
3.21,Kate,62,user,H4LcRFLHl3v4_FkKSuxwxg,20,21,54
3.75,Shaun,28,user,y90RwZ-uT8B-vjQUc9iRVw,33,33,37
2.5,Ryan,2,user,Om3ZRgRibcjdQlBsw0QKRw,0,0,1
3.65,Andrea,77,user,lViWWAZLMGz_TMKfrLon-w,6,3,33
4.48,Kim,26,user,wxzGhHrqKrGYGN72vFyTAA,8,20,18
2.33,Pui,3,user,g2nXIMRQCIb2ITPNvwuQwA,3,2,3
3.67,Victoria,3,user,JwEpGMH4fMbbBIadk1QJpw,0,0,0
2.0,Christina,1,user,cQpA7DVIs7teet0v-NrTDQ,0,0,0
4.0,Chris,2,user,0zsGYi4ITkMEUdE8Zl5b6g,0,0,0
3.0,Joanne,2,user,wVaQe-GOp9wzJYqNz4XBOQ,0,0,0
4.0,Dave,1,user,6Ob17xubVRLNmlmAKttM5A,0,0,0
3.76,Nick,58,user,dYWzKUPzpuCEJJHzOeVqxQ,75,80,136
4.03,Yvonne,156,user,wlf3vmTA336YJErbh8SI-g,168,148,224
2.5,Michele,2,user,hYan-neMXHeOJolBcJQ8Dw,1,0,1
4.43,julia,354,user,phR0nQC82r6HPghHwsNWrQ,236,123,236
4.29,Angel,7,user,Pcoks0O13qkhGQK4KUlYaA,0,1,5
3.39,Phil,20,user,2zMl2P0PAnpKrOg3QTBnmw,1,3,10
4.33,Zack,3,user,Z5lzogi81LxKko35b50M-A,0,0,0
4.5,Synia,14,user,tYoSVgSSBKkJC85OO3bbPQ,11,3,5
4.13,Boogie,23,user,EvEbn5KltezYVX15eamgAw,22,16,39
3.3,Mike,10,user,V4r_LwrR4rwHJh-9n1uNFA,2,1,13
5.0,Samuel,4,user,4yLVBAjcqME34PBrTfc1uQ,0,0,1
4.0,joe,5,user,UEU5bc0_WUdx84zCeuhkPA,2,1,7
4.33,Chad,4,user,tKZ9rPYqSkaw38VxLnkcJg,0,1,4
2.6,Money,5,user,GuI2nlUBh_sw74LOI6j1ag,4,4,17
4.33,Jared,3,user,gXHHB8dJSfPg-6UDExmzQQ,5,5,6
4.0,Richard,19,user,Micrt1OW6PMkyjfJIDUkug,1,2,5
3.77,Anne,228,user,AYtex99aRrvPsIWvEwN7Nw,95,61,238
5.0,Yusef,1,user,9QXjwdxQXhrXuGu842gojQ,0,0,0
3.88,Noelle,34,user,rZz669x92v88qEwRy_as5A,22,14,70
4.46,Noah,13,user,Y7KPDStL-Ntv5bf5oaUXEg,3,2,4
3.78,Jim,290,user,TroANF3f2PuYeVfSItxxaw,614,403,780
2.58,chao-ying,28,user,bNzUpGG4FJrT55MsWjykfQ,5,6,28
4.5,Corey,2,user,onBbAyffJ_DA1M_UQXXxRw,0,0,1
1.0,CJ,1,user,qxE4Q0sOcac-TAK6E0ELJA,0,0,0
2.67,Jeniffer,3,user,GDA0lcmuGxUmyMO7VEe34A,0,0,1
5.0,Allison,2,user,_MGUzXMVM7l-5NczZo3Hqg,1,1,1
5.0,John,1,user,3ib44lArqx6u21goebCbKw,0,1,0
3.33,M,3,user,Wce0CIYI-8bns5ZYvgMpSQ,0,0,7
3.0,Gregory,1,user,FtiaYNPv4YzfjNJvYwlzcg,0,0,0
3.11,mike,44,user,L7CulHC3DeKOzUOUkSN7ZQ,17,16,19
4.32,Joan,1511,user,8J4IIYcqBlFch8T90N923A,14827,11108,15014
3.89,Jay,11,user,5dh2IaJcOG6ImOrhr8E-Ew,1,0,4
4.75,Sarah,4,user,pNh-npXn3wjhsWDHu4U4Xg,0,1,0
3.66,Dante,77,user,kWVXU5Z5Sj47J1OzocVMog,200,221,229
4.0,tio,3,user,lXXNZblxlroAdRfUvuO1Xw,0,0,1
1.0,Lisa,1,user,af_lftu3TKmV4KBwSXBiyA,0,1,3
3.41,Emily,254,user,Mryy35v-ml0UE3eqF5McwQ,206,216,388
3.83,Megan,81,user,SqfqeYir_BVDCazaja77GQ,55,65,109
5.0,Melissa,3,user,IL0vjq_k3sV1fvaFyz2XZQ,0,0,3
2.14,K,8,user,psSxO_7PWbBbUiV2jB6BUg,0,2,3
4.51,David,43,user,V35ln_NqTycSELLMoLWjXw,15,13,47
1.0,Evan,1,user,oerNJk8K3TAmgvMx4kYBkQ,2,2,6
3.85,Samantha,65,user,kDXztbNGp-zcNDd9A6H8nw,26,14,59
5.0,D,2,user,u0OYugEPDE0lUD5Jg1Gu5g,1,1,2
1.0,Stephanie,1,user,Z0jU2LSPUGBModCAyeqOQg,1,1,9
3.46,Sarah,14,user,HUVjbOg-g-qHqRa6drSE4w,3,6,16
3.25,Val,4,user,yvgSv4X_ZHcI-jkP_cZ1iQ,1,1,12
3.48,Bill,50,user,wWL2nVu_f9bEjuq-PvOxOg,11,8,43
3.0,Penny,1,user,Z6KexY7ugJzBuXwAT1xT7Q,2,1,3
4.06,Trevor,17,user,wTK5Msb02vcExIEidELltg,3,1,10
3.37,Erica,32,user,Rmn3IKQ0qihXDY5_u-6h5g,3,10,46
5.0,Cole,1,user,5_5IvZQK3kaAUiyrHzajPA,1,0,2
5.0,Amy,4,user,zcCcYKWXvDMFRi3bcPID9g,0,0,0
5.0,Deana,1,user,XL0k7udELlqDftOogL138w,0,0,2
3.51,Stacy,93,user,9ebaAGLVIgGKpDLFwmvaiQ,29,24,76
3.79,Toby,14,user,mZ0TyyeMTXnbPPPJgVctuw,3,2,15
3.0,Jodi,12,user,ureBcyrgl84ipVdKX7aHew,3,5,9
3.75,Belinda,8,user,-tR44MSwi03h0CE2AQpTDw,9,4,12
2.0,Jennifer,2,user,sbYk8BL3FRwC0zIXZi4sRA,1,0,2
5.0,Paul,2,user,Ezs9ul4Wwr1se6Brl6mo9Q,3,0,5
4.0,Philamer,9,user,_M-uWdcvYYTgNz_A1XecEw,4,3,22
4.17,Kate,13,user,9emoF-Z0aWrn-TaTitADuA,0,0,6
1.0,Jennifer,3,user,yoXjXUKF0jUBu3PLkrb3yg,3,1,18
1.5,Louis,2,user,AyZ5Ws-6M2E255iaokE-YA,0,0,3
3.78,carrie L.,172,user,jG8TEA7YiB4O76quuIJQGQ,1653,2086,1888
4.57,Jessica,8,user,nCHF2jbBlHPI4spLwh8cHA,2,1,5
3.92,Jocelyn,90,user,r6iMD7Z5YfvV51PAGvGXnw,22,17,67
4.0,ben,2,user,fWKIl6I64ViggHVezL-KrA,0,0,1
5.0,Hideo,1,user,bbYtP-CKNUkkYXEOFl0jHw,0,1,1
3.83,Alison,24,user,M0k23y3BIbwj3Ri2hE_hAw,6,1,15
5.0,Justin,1,user,XstCaSApBsuaygh9_ceX0w,0,0,1
3.27,Andy,11,user,OCNZHxroF7_sdJy6gFis0g,3,9,17
3.57,Ash,14,user,aLQou7vO1tvHWugfYizkvw,1,1,5
3.0,Lauren,7,user,kiMOKJsszxYDHxTS5OHtrQ,0,5,11
5.0,Jessica,1,user,CNZnrO5iUwZCLLMhQzKjbw,0,0,0
3.0,Kendy,2,user,3riGSB9nS4QignTu-3G-hA,1,2,14
3.0,Mairi,2,user,JMEernDKtxm22HrEOgdhMg,2,1,5
3.9,Rosie,82,user,7tA6O_H0uWtszsIbolpgsw,8,12,38
4.5,Meredith,2,user,6HqDUnzu8o446qEXXokKmA,0,0,1
5.0,Tim,2,user,YJtEydhRkddR5ox-O4c6sw,0,0,0
5.0,Pam,1,user,NB6kdV6yvgoT2_2FzUCqcw,0,0,0
5.0,Don,1,user,uJ7-YIOTRfFy2TgtQyHLng,0,2,1
4.2,Tiffany,5,user,1T144LSs2AAp34fWf9VOkg,0,0,7
3.67,eric,3,user,oGzab3FQ5D8K2bp_2ESigQ,0,0,1
3.17,Bradley,14,user,5IlfSOn9E_H2bwgETwlVZQ,0,3,10
4.05,Stuart,20,user,jWpRKDvIzIIS5LhDK98F7Q,1,1,10
3.0,Katie,1,user,OueXJMVylggHlW-hsZqRyw,1,4,6
4.09,Carrie,914,user,jzq8m3B6kW8TGwxgvLflWQ,1027,440,1539
4.67,Jacob,3,user,geai9_4Q53AD8XvOKg7F-A,2,2,5
5.0,Michelle,6,user,UClt23BswTNFAfs-_yq0BQ,9,4,14
4.71,Sara,8,user,VlOd9G0chvBj6buXCw9pfQ,1,0,2
4.62,Jessie,9,user,HMQo019FknFP5NbYEzJivw,1,0,2
2.0,Cesare,1,user,-vwZg5L9xZKztP3OxQgmNA,0,0,0
4.2,WiN,11,user,hKrew42Sr563N-tbXwYZQw,1,1,0
4.92,Rob,24,user,i_GGKzPs5t31yJE_HTCp-Q,9,12,39
3.9,Nikki,10,user,pmz5xfLqSH1mYEjVFeTg2w,1,1,7
3.41,Jose,33,user,ODW4e78LfvY5Ch4s1kzzjw,110,113,182
3.7,Mark,265,user,523t-4SEEfymXL_Nuw9-hA,95,108,239
4.17,Traci,6,user,ksJmOji5HBELowhDLGm_3g,0,1,1
5.0,ben,3,user,8tCS-8go9t5rNijuE55PPg,0,0,4
3.0,Diana,2,user,MTxTIV7APYS7m9JZ_qiAlA,0,0,0
4.33,James,3,user,Y9kOEsq9j03HnpPU57SwFg,0,0,0
3.64,Tiffany,28,user,4mILqmATFktvFYWqrpRAUg,21,14,42
3.0,Joffrey,3,user,04LI791UXGRQj0Bg_e-l3Q,0,0,0
2.87,Brittany,15,user,Zi9UXJ81qMtzXRZ8mp7PxQ,4,5,44
5.0,George,1,user,JPAF4YSek6iDPuUEAgAJDw,0,0,0
4.0,Cheryl,1,user,cxZ6pYfkqdb0Eb0uJyyyTw,0,0,1
4.7,Camille,15,user,ll4FavGd-x26Asyn4fBDkQ,8,6,30
4.17,Megan,6,user,tOOygbwcp77YyXcuW4VmRA,2,2,4
3.69,Sarah,17,user,QJyIkDoiUCq0Bq8VCGI6GA,1,2,9
3.67,Tim,173,user,66cqdBOydBvCBLWt1WmYtg,64,42,141
5.0,Ken,1,user,X8MHoSfwQnthiUG_fxrUIA,3,5,4
3.88,sara,25,user,Z63UkzjGh91ERnOgamVarw,1,1,15
3.25,Diddy,4,user,odKPQdGk27fw_yg1pdmfOQ,1,0,2
3.95,Sebastian,153,user,obLO7cto3WsVK9nupB9uNA,469,325,617
3.95,Jo Ann,80,user,PPARSWZk4H6mgbNhAAxzLQ,99,72,155
3.87,Vikram,455,user,4Q23p9JEUsFYBzdDimBzeg,1097,559,1143
3.57,Andrea,168,user,PlwlPLVRHSLPt-puZyEvVg,75,56,176
5.0,Emily,1,user,CnLDzQYJP0KEIZ5ZwpsnBQ,0,0,0
4.57,Heather,7,user,4Mi_C1iDsITmhc66Gd-4wg,3,3,4
4.0,Klouise,11,user,YebwRDHXkdnAOnksEQK0KA,0,2,3
4.0,Dot,4,user,2BO2FuR_U0Jg_-3hDW2nUw,3,1,7
2.89,Jeremy,9,user,blZ6EdMrvm9wJuT3__TLWQ,1,0,2
3.93,Tiila,58,user,R86wR3cHNJDPea5uGAGsGw,31,13,78
4.33,Jay,6,user,OzbDvzLS7FP42GV4QPTUGA,3,2,5
5.0,Dan,1,user,Ye--h2-INA9_dmtBIDIYzQ,2,1,2
3.6,Carla,26,user,Ajrx5XuFoBqZk3HKAm76-w,6,0,11
3.76,Shawn,21,user,lCvLKpVUcPr9iOtEjXRlNQ,15,8,30
3.4,Kathy,10,user,SGE6GqKnPMCFqds7rHyZCw,2,2,10
5.0,Christiana,3,user,n7aaGbeVaoAYG2aPoMSRMA,1,0,1
4.44,Ania,18,user,zlH350tt9rRDZdWP4Y6y3g,30,31,55
1.0,Sam,1,user,VS88Oc7-wp5TOKJvLlyZrg,0,0,1
2.91,M,11,user,FNLCJg1godJON5oRGyMhVg,0,3,6
3.77,Larry,62,user,zEnAdRzAA13Wj8xNqrc0NQ,5,5,21
3.8,Shannon,35,user,-UPOE_C5uY3F1kHSI9fONQ,13,12,37
3.25,Ryan,4,user,KcMuCXtaOYV-LHcl5YsDgQ,1,1,8
5.0,Jane,2,user,fdF_sfIegmfEcF7G8LYAHg,0,0,0
4.0,Marc,21,user,6vC91KgCxfgkX4TxVPRS9A,4,0,12
5.0,Nancy,1,user,1sCMgJfLNZXkYOde2Vr37Q,0,0,3
2.0,CC,4,user,AkMkbmcytZdlgc64uDXvjg,1,1,3
4.29,Jonathan,8,user,Ox54JLebg7kMN1bn1CKFYQ,0,1,2
4.42,Kelly,12,user,-weRL-FCmlR07rjcJguwew,5,5,17
5.0,Noah,3,user,bP4PhgwJj_Uq5CcV-dIqZw,0,0,1
3.5,Kris,2,user,tzjHQDM01tpJss_QuhOCFg,2,2,5
4.67,Christina,6,user,h5OpOkIb9IzC4hGh5pfWZw,0,2,9
3.0,tom,4,user,Iz6VJg9Hts3o8BNZR18z9w,0,2,4
5.0,Robert,2,user,xQ40aOAtTZKWwR1dLjP6hw,2,0,1
4.08,Yvette,106,user,u1fxUYcCZsiazNmczJh0hQ,15,21,74
3.83,Adam,138,user,9BvPJnPms8x7G2Hi4BBmmQ,109,92,261
3.5,Beth,2,user,q0IW1-twB0WY8UDtvt_zFQ,0,1,3
3.48,Will,34,user,QVdn_ieFO8DTb4Edr8c_vw,42,36,54
4.0,Terry,2,user,rvmkSAxqOhETlPPX4Zt0bQ,0,0,0
3.5,Lillie,2,user,ItdJbtQCJx43pQxumtbkEg,0,0,0
3.0,muamer,1,user,D27LJyqNKSFogWjmtGRZsA,0,0,0
4.26,Rhiannon,38,user,0LuN0DGTCkzpjAD3NyNN8w,10,1,40
4.2,Lisa,145,user,tyB2NUSxpBtBBRZXwvifPA,84,67,136
2.45,David,29,user,bwN0CXRm7KuiBUbjwB3IHw,5,11,17
3.98,Aaron,55,user,nRHT5CAgDGe_s8Ol_FAJ3A,3,4,32
3.6,Luke,5,user,wJhKp0e0I_67UBmnwMiizg,1,0,1
5.0,Kristal,1,user,2haZVKns6YGKwKqXTM0-Nw,0,0,0
3.33,Ryan,123,user,bGM2cp6eeTgJLEE8r6iEMg,42,20,85
3.88,Bill,350,user,By0a0VNfVU1dbLCdsRT4DQ,187,100,370
3.56,Deborah,9,user,PsQu7LRPxiHj_gl3bbZaNQ,13,8,29
4.0,Francesca,1,user,3H1zdItRxStVP5EOnPviYQ,0,0,0
4.22,Jenny,18,user,Gq-1uR8sWI8AdZQjtOQwzw,3,1,11
5.0,Joe,2,user,9AuRtY1lLiRVVwZt6qJuRA,0,0,0
3.85,Cristina,359,user,KJYACjvQw4CWEJLwuK1fFA,85,36,284
5.0,Noah,2,user,P4uoosjAH3wGxR6J4kVzWg,1,4,6
3.0,Monica,4,user,qIBYQIYycmzyn34SxGMqcQ,0,1,0
1.5,Joe,12,user,qsJLeNxVkZf9fhhSqUYe5w,3,11,16
3.81,Rick,65,user,WbLd1N_OI8lk8eoPO2wgkw,15,12,37
4.0,Neil,3,user,dwr7YMfXoD7777F0CPzitw,2,0,2
5.0,Mary Ann,2,user,toryE00_Ys4jESh14hinjg,0,0,0
4.5,Oscar,2,user,FICyV-V3yaF72mUeywAR8w,0,0,1
2.0,GKyshia,1,user,KN2MmPzL-kDtD87i3Shwiw,0,0,1
3.25,Jonathan,4,user,KIGb2wKx2DsrW3-g-zyeOg,3,3,8
5.0,Corey,3,user,imMjB3LqIwtfV4-nxHwUGQ,4,1,3
3.87,Matthew,180,user,u239bvYalmelGSfnwQB-Rw,54,57,144
4.2,Philip,5,user,tn-q7INs2k2es3CgyPTcOw,6,0,10
4.0,Jennifer,3,user,0kiLQ0LYeOcnNoVnpxPnyg,0,1,1
3.19,wayne,16,user,v7L_5bg8w_sgD4LYMfkqmg,8,13,22
5.0,Ken,1,user,mEUDhFvrX886gjWbwdkhAg,0,0,0
4.19,Lauren,52,user,Gy9nOzH_L8NGCjrQr-ntng,19,10,48
2.6,Andy,6,user,4GKPXENQhfAoabIqsuM9Uw,1,8,2
3.8,Travis,10,user,kaGx0o-K3fY9fIm4wA_1Rg,2,2,3
3.0,Erika,10,user,cFU-XpoeZ-rekqRlXM6AAQ,3,1,12
4.25,Ben,4,user,rrFpSOqxW7SFBrKcRtxPvA,1,2,6
3.5,Tauna,14,user,zhzgcvZa7icd3U8ARuRg8g,5,3,6
4.25,Alex,12,user,haPcehx50oMo-go1xF5MLw,2,2,9
4.33,Andy,18,user,XoDauxslLmZbT3SkmdaDRg,8,5,16
3.52,Nancy,56,user,D9PU9OmIrCvolQWDxBRYlQ,41,25,64
3.67,Graeme,3,user,d1s5U4_xDQLqt3g_aZ_9Og,1,2,16
3.0,amy,2,user,UmS2ywZravT7WNLRQYVY7w,1,0,1
